Item;Descripcion;Und;Nro_Parte;Linea;Familia;SubFam;Codigo_Interno;Tipo;Item_Relacionado;Procedencia;Dimensiones;Estado;Cta_Inventario;Cta_Gasto;Codigo_CUM;Codigo_Kairos;Codigo_DIGEMID;Ult_Usuario;Ult_Modif;SubFamInf
0000007918;MICARDIS PLUS 40MG/12.5 MG;TAB;;02;0071;0008;26435;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40962;ROYAL;27-04-2018 16:42;
0000007919;TRAYENTA 5 MG;TAB;;02;0054;0015;26439;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45597;ROYAL;27-04-2018 16:42;
0000007920;KETOCONAZOL 1% x 120ML;FCO;;02;0077;0027;26446;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;MYANTAS;19-08-2019 08:59;
0000007921;ULTRAVIST 300 X 50 ML;FCO;;02;0202;0001;26449;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;ADE00500003;;17633;ROYAL;27-04-2018 16:42;
0000007922;CORIFAN 4 MG TAB;TAB;;02;0074;0013;26452;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45016;ROYAL;27-04-2018 16:42;
0000007923;LIDOCAINA 2% x 20 ML  C/EPINEFRINA (LUSA);AMP;;02;0015;0018;26507;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28776;CSHIMABUKU;14-05-2021 10:36;
0000007924;CICLOMEX-20 X 21;CAJ;;02;0050;0008;26515;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32964;ROYAL;27-04-2018 16:42;
0000007925;HEXAXIM SUSP.INY.;AMP;;02;0260;0026;26620;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33539;ROYAL;27-04-2018 16:42;
0000007926;ACI-BASIC SUSP. x  220 ML;FCO;;02;0021;0009;26626;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;20056;MYANTAS;31-08-2018 09:15;
0000007927;NENISTECIN GOTAS;FCO;;02;0077;0034;26638;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33582;YLESCANO;15-03-2021 09:31;
0000007928;DINITRATO ISORBIDE GEL;POT;;02;0344;0002;26639;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;ROYAL;27-04-2018 16:42;
0000007929;CODISTAT 60 MG/2 ML (LAB AC FARMA);AMP;;02;0011;0002;26654;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46965;CSHIMABUKU;14-05-2021 10:36;
0000007930;OLOPAK 0.2 % X 5 ML;FCO;;02;0074;0030;26669;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27998;ROYAL;27-04-2018 16:42;
0000007931;COLERETIK 250 MG;CAP;;02;0138;0001;26705;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2929;ROYAL;27-04-2018 16:42;
0000007932;FLAGYL 125 MG SUSP;FCO;;02;0360;0117;26706;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42768;ROYAL;27-04-2018 16:42;
0000007933;MENACTRA;AMP;;02;0260;0009;26707;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27506;ROYAL;27-04-2018 16:42;
0000007934;ALOPURINOL 100 MG FARMIN.;TAB;;02;0064;0001;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;JSILVAP;13-04-2021 12:04;
0000007935;KETOPROFENO 2.5% GEL X 60 GR;TUB;;02;0335;0031;26746;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39737;MMELGAR;24-12-2019 09:37;
0000007936;EXFORGE HCT10/160/25;TAB;;02;0071;0002;26748;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43721;ROYAL;27-04-2018 16:42;
0000007937;TRAMADOL 50MG/2ML;AMP;;02;0011;0007;26749;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10841;MYANTAS;27-02-2019 09:06;
0000007938;CIPROXXAK GOTAS 5 ML;FCO;;02;0389;0005;26780;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2581;ROYAL;27-04-2018 16:42;
0000007939;PODOFLINA 20 % X 10 ML;FCO;;02;0465;0006;26791;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;GPERALTA;28-06-2019 10:38;
0000007940;KEPPRA 500 MG (LAB GSK);TAB;;02;0051;0019;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;JSILVAP;13-04-2021 12:04;
0000007941;WOSULIN-R;AMP;;02;0054;0012;26879;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11614;MYANTAS;18-03-2019 09:10;
0000007942;PRECLAR SUSP. X 80 ML;FCO;;02;0372;0004;26884;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28628;ROYAL;27-04-2018 16:42;
0000007943;LIDOCAINA 2% C/EPINEF.;CCU;;02;0015;0013;26928;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28776;ROYAL;27-04-2018 16:42;
0000007944;METRONIDAZOL AL 2% GEL;POT;;02;0360;0118;26948;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;ROYAL;27-04-2018 16:42;
0000007945;DROPSTAR 0.4%;FCO;;02;0253;0013;26968;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44148;ROYAL;27-04-2018 16:42;
0000007946;ADENOSINA  6 mg AMPOLLAS;AMP;;02;0032;0001;26976;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;EG036420001;;;ROYAL;27-04-2018 16:42;
0000007947;TERRAMISOL-A;TUB;;02;0389;0010;26989;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37158;YLESCANO;04-03-2022 12:12;
0000007948;MIOSTAT X CC;CCU;;02;0062;0004;27020;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46553;ROYAL;27-04-2018 16:42;
0000007949;LIPIODOL ULTRAFLUIDO X 10 ML;AMP;;02;0200;0005;27198;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;ADE00630001;;;ROYAL;27-04-2018 16:42;
0000007951;AMOXICLIN CL 500MG/125MG;TAB;;02;0360;0016;27422;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34174;MYANTAS;01-03-2019 09:48;
0000007952;DOLOMELOXIC TAB;TAB;;02;0008;0003;28849;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3945;ROYAL;27-04-2018 16:42;
0000007953;PARACETAMOL 120MG/5ML x 120 ML JBE;FCO;;02;0008;0005;28866;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28162;MMELGAR;24-12-2019 09:37;
0000007954;TROPICACIL 1%;FCO;;02;0229;0003;28891;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10959;ROYAL;27-04-2018 16:42;
0000007955;COLISMET 150 MG;AMP;;02;0360;0137;28940;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33974;ROYAL;27-04-2018 16:42;
0000007956;CEFALOFGEN 1 G IM;AMP;;02;0360;0057;28971;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38235;ROYAL;27-04-2018 16:42;
0000007957;LIPIBEC 20 MG;TAB;;02;0186;0002;28982;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43657;ROYAL;27-04-2018 16:42;
0000007958;DESTOLIT 30 G;TUB;;02;0161;0002;29053;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;3451;ROYAL;27-04-2018 16:42;
0000007959;FLORIL 8 ML;FCO;;02;0147;0001;29065;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;4955;ROYAL;27-04-2018 16:42;
0000007960;SOLUTRES 150 ML;AMP;;02;0050;0013;29072;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35477;ROYAL;27-04-2018 16:42;
0000007961;REMIFENTANILO 2 MG;AMP;;02;0336;0008;29082;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35282;KREYES;20-06-2023 08:51;
0000007962;ELEGYA 150 MG;CAP;;02;0383;0002;29083;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35336;MYANTAS;20-02-2019 11:05;
0000007963;ELEGYA 75 MG;CAP;;02;0383;0004;29084;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35169;MYANTAS;20-02-2019 11:05;
0000007964;PLIDAN X 20 ML GTS;FCO;;02;0059;0017;29107;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35006;ROYAL;27-04-2018 16:42;
0000007965;SEVOGESIC INHL x 250ml (MEDIFARMA);CCU;;02;0341;0001;29109;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;46139;CSHIMABUKU;29-04-2021 09:28;
0000007966;LIPIBEC 40;TAB;;02;0186;0003;29125;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;43549;ROYAL;27-04-2018 16:42;
0000007967;SPIRIVA 30 + DOSIFICADOR;CAJ;;02;0035;0006;29126;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41300;ROYAL;27-04-2018 16:42;
0000007968;BLOQ.BAHIA FACIAL F90 120 ML;FCO;;02;0168;0001;29131;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;ROYAL;27-04-2018 16:42;
0000007969;ENZIMATIK (MEDIFARMA);CAP;;02;0154;0001;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;48951;OROJAS;09-04-2021 08:33;
0000007970;MALTOFER AMP.BEBIBLES;AMP;;02;0028;0020;29137;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;E0148190000;;7167;MYANTAS;23-01-2019 12:06;
0000007971;NORMIX 200;TAB;;02;0360;0138;29159;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34065;ROYAL;27-04-2018 16:42;
0000007972;ERGOMETRINA 0.2 MG /ML;AMP;;02;0235;0002;29163;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;25501;MYANTAS;10-04-2019 15:09;
0000007973;PIOGLITAZONA 15 MG;TAB;;02;0054;0022;29164;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;N0239530000;;;ROYAL;27-04-2018 16:42;
0000007974;AZILECT 1 MG;TAB;;02;0100;0010;29167;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41179;ROYAL;27-04-2018 16:42;
0000007975;REMIFENTANILO 5 MG;AMP;;02;0336;0003;29171;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44267;KREYES;16-10-2023 10:50;
0000007976;AVAN 160 MG;CAP;;02;0068;0063;29172;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1133;ROYAL;27-04-2018 16:42;
0000007977;LAGRICEL OFTENO 0.4% FCO X 10 ML (SOPHIA);FCO;;02;0253;0007;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6569;CSHIMABUKU;18-03-2021 17:25;
0000007978;AB-COL;CAP;;02;0250;0012;29182;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;GPERALTA;28-06-2019 10:38;
0000007979;FLUQUADRI;AMP;;02;0260;0005;29183;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35232;ROYAL;27-04-2018 16:42;
0000007980;FLUQUADRI PEDIAT.;AMP;;02;0260;0006;29184;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35217;ROYAL;27-04-2018 16:42;
0000007981;ZOSTAVAX;AMP;;02;0260;0007;29188;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33678;ROYAL;27-04-2018 16:42;
0000007982;UNIGEL 0.2% OFT. UNG. x 5 GR (ROSTER);TUB;;02;0253;0002;29194;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11065;MMELGAR;10-01-2020 09:29;
0000007983;UNITOB-S;FCO;;02;0224;0005;29195;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41294;ROYAL;27-04-2018 16:42;
0000007984;AEROX GOTAS;FCO;;02;0061;0011;29207;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;253;MYANTAS;07-08-2019 08:44;
0000007985;NISOFLAM 5 MG;FCO;;02;0348;0032;29208;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45893;ROYAL;27-04-2018 16:42;
0000007986;MUCOCETIL;FCO;;02;0208;0002;29209;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39720;ROYAL;27-04-2018 16:42;
0000007987;MUCOTRIM DILAT JBE;FCO;;02;0209;0002;29210;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32012;MYANTAS;19-03-2019 09:27;
0000007988;MUCOTRIM DILAT GOTAS;FCO;;02;0209;0002;29211;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;7682;MYANTAS;19-03-2019 09:27;
0000007989;NITAZOXANIDA 100 MG X 60 ML;FCO;;02;0412;0002;29216;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34018;ROYAL;27-04-2018 16:42;
0000007990;FLUQUADRI CAMPA�A;AMP;;02;0260;0005;29218;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35232;ROYAL;27-04-2018 16:42;
0000007991;FLUQUADRI PED.CAMPA�A;AMP;;02;0260;0006;29219;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35217;ROYAL;27-04-2018 16:42;
0000007992;T-INMUN 0.03%;TUB;;02;0435;0004;29220;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39587;ROYAL;27-04-2018 16:42;
0000007993;T-INMUN 0.10%;TUB;;02;0435;0006;29221;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39104;ROYAL;27-04-2018 16:42;
0000007994;NEUGAB 300;CAP;;02;0051;0014;29228;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44092;ROYAL;27-04-2018 16:42;
0000007995;CODILUSA 60MG/2ML AMP;AMP;;02;0011;0002;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2916;OROJAS;09-04-2021 08:33;
0000007996;CEBRUM 500 mg;TAB;;02;0002;0002;29264;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2147;MYANTAS;07-08-2019 08:44;
0000007997;CLONAZEPAM 2 MG FARMIN.;TAB;;02;0051;0006;29327;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21271;MYANTAS;28-06-2019 08:52;
0000007998;FLAVOXIL 200;TAB;;02;0060;0001;29328;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34905;ROYAL;27-04-2018 16:42;
0000007999;FLUIXX 600 MG;SOB;;02;0208;0008;29330;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34076;ROYAL;27-04-2018 16:42;
0000008000;AMOXIDIN CL 250 SUSP. x 105 ML;FCO;;02;0360;0013;29336;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35444;MYANTAS;31-01-2019 09:25;
0000008001;FLAMICOX CREMA;TUB;;02;0115;0007;29337;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;4899;ROYAL;27-04-2018 16:42;
0000008002;DUSPATALIN RETARD 200;CAP;;02;0059;0014;29348;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37944;ROYAL;27-04-2018 16:42;
0000008003;EFICAERO 125/25MCG;FCO;;02;0035;0024;29349;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35638;MYANTAS;20-02-2019 11:05;
0000008004;EFICAERO 250/25 MCG;FCO;;02;0035;0025;29350;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35657;MYANTAS;20-02-2019 11:05;
0000008005;NITROGLICERINA 25MG;AMP;;02;0030;0006;29393;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40340;MYANTAS;09-07-2019 09:03;
0000008006;YODOGERM SOLUCION;CCU;;02;0418;0013;29397;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42595;ROYAL;27-04-2018 16:42;
0000008007;FLAXEL 200;CAP;;02;0407;0001;29403;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;4907;YLESCANO;21-10-2020 09:14;
0000008008;PRODIAX 23;AMP;;02;0260;0011;29407;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;33607;ROYAL;27-04-2018 16:42;
0000008009;CARDIOPLUS AM 20/5;TAB;;02;0068;0046;29412;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;38939;ROYAL;27-04-2018 16:42;
0000008010;CORTIPREX  5MG/5ML SUSP. X 100 ML;FCO;;02;0348;0032;29432;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;N0234830002;;3156;MYANTAS;31-08-2018 09:16;
0000008011;VARIVAX;AMP;;02;0260;0016;29434;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45654;ROYAL;27-04-2018 16:42;
0000008012;PROLIDE 10 MG;TAB;;02;0053;0003;29440;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35378;ROYAL;27-04-2018 16:42;
0000008013;ILTUXAM 40 /5MG;TAB;;02;0068;0047;29444;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34984;ROYAL;27-04-2018 16:42;
0000008014;B.C.G.;AMP;;02;0260;0014;29450;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39854;ROYAL;27-04-2018 16:42;
0000008015;ZOLIDENE 50 X120 ML;FCO;;02;0360;0095;29458;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;5153;ROYAL;27-04-2018 16:42;
0000008016;LABOXINA 125 MG;TAB;;02;0335;0004;29459;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;6530;ROYAL;27-04-2018 16:42;
0000008017;CROVAST 10 MG;TAB;;02;0186;0013;29469;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35834;MYANTAS;31-08-2018 09:16;
0000008018;CROVAST 20 MG;TAB;;02;0186;0014;29470;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35782;MYANTAS;31-08-2018 09:16;
0000008019;AMOXIDIN CL 400 SUSP. x 105ML;FCO;;02;0360;0015;29471;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35526;MYANTAS;31-01-2019 09:25;
0000008020;AMOXIDIN CL 1000 MG;TAB;;02;0360;0021;29472;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35445;ROYAL;27-04-2018 16:42;
0000008021;CEFACROL IV 1000;AMP;;02;0360;0057;29473;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44685;ROYAL;27-04-2018 16:42;
0000008022;EVADOL 500;TAB;;02;0123;0003;29474;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;27369;MYANTAS;20-02-2019 11:05;
0000008023;RAPILER JBE;FCO;;02;0074;0020;29475;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;9446;MYANTAS;20-02-2019 11:05;
0000008024;ROXIME 750;AMP;;02;0360;0063;29476;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40649;ROYAL;27-04-2018 16:42;
0000008025;FLUTICORT 125 X 120;FCO;;02;0035;0010;29477;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44363;ROYAL;27-04-2018 16:42;
0000008026;FLUTICORT 250 X 120;FCO;;02;0035;0010;29478;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44364;ROYAL;27-04-2018 16:42;
0000008027;MMR (PAPERA RUBEOLA SARAMPION);AMP;;02;0260;0028;29489;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34264;ROYAL;27-04-2018 16:42;
0000008028;RAPILER;TAB;;02;0074;0021;29491;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;9444;MYANTAS;20-02-2019 11:05;
0000008029;AMOXIDIN 7  500 MG;TAB;;02;0360;0010;29495;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37334;MYANTAS;31-01-2019 09:25;
0000008030;OSTAC-D;TAB;;02;0271;0010;29496;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;DN000790000;;;ROYAL;27-04-2018 16:42;
0000008031;QUIMOFLAM 15 MG;TAB;;02;0335;0043;29497;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40807;ROYAL;27-04-2018 16:42;
0000008032;REUMOL 150 MG;TAB;;02;0442;0004;29498;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32874;ROYAL;27-04-2018 16:42;
0000008033;TOPICALM LOCION;FCO;;02;0406;0001;29500;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41259;ROYAL;27-04-2018 16:42;
0000008034;TENSYOL 10 MG;TAB;;02;0206;0003;29502;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42206;ROYAL;27-04-2018 16:42;
0000008035;DOLOMAX 200;TAB;;02;0335;0024;29507;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35546;MYANTAS;02-04-2019 09:16;
0000008036;PROPOFOL 1% x 20 ML AMP (SPIVA);AMP;;02;0341;0003;29554;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32455;MMELGAR;18-06-2020 15:19;
0000008037;PROPOFOL 1%;CM2;;02;0341;0004;29556;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;32455;ROYAL;27-04-2018 16:42;
0000008038;BREXELL PLUS;TAB;;02;0442;0004;29562;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;1708;ROYAL;27-04-2018 16:42;
0000008039;CALCIO PLUS D FORTE;TAB;;02;0271;0009;29563;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;ROYAL;27-04-2018 16:42;
0000008040;CALCIO PLUS D 400;TAB;;02;0456;0004;29564;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;;ROYAL;27-04-2018 16:42;
0000008041;MITOMICINA 20 MG;AMP;;02;0427;0001;29572;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;28642;MYANTAS;07-08-2019 08:44;
0000008042;ULCEMEX 40;CAP;;02;0122;0010;29573;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39099;ROYAL;27-04-2018 16:42;
0000008043;AMOXIDIN CL 500 MG;TAB;;02;0360;0016;29583;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35457;ROYAL;27-04-2018 16:42;
0000008044;UNIGEL 10 G 0.2%;TUB;;02;0253;0002;29589;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11066;ROYAL;27-04-2018 16:42;
0000008045;CLOTIPIDE 250;CAP;;02;0138;0001;29632;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;45170;ROYAL;27-04-2018 16:42;
0000008046;TRAMEDIF COMP;TAB;;02;0011;0012;29633;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;35476;ROYAL;27-04-2018 16:42;
0000008047;AMOXIDIN 7 250 MG SUSP. x 105 ML;FCO;;02;0360;0007;29634;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;37865;MYANTAS;31-01-2019 09:25;
0000008048;DONAMED F;TAB;;02;0055;0003;29635;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39886;ROYAL;27-04-2018 16:42;
0000008049;MODUL COMPUESTO;TAB;;02;0059;0011;29641;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39672;ROYAL;27-04-2018 16:42;
0000008050;LEVOPROXOL 750 MG;TAB;;02;0360;0001;29642;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40870;ROYAL;27-04-2018 16:42;
0000008051;SUCRALEX X 200 ML;FCO;;02;0122;0015;29643;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;26391;ROYAL;27-04-2018 16:42;
0000008052;TAMSURIL 0.4;CAP;;02;0104;0004;29644;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;34267;ROYAL;27-04-2018 16:42;
0000008053;LEVOPROXOL 500 TAB;TAB;;02;0360;0105;29645;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42774;ROYAL;27-04-2018 16:42;
0000008054;ZELCOM X 90 ML;FCO;;02;0197;0009;29653;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;11733;MYANTAS;07-08-2019 08:44;
0000008055;TRI AZIT 200 X 15 ML;FCO;;02;0360;0035;29663;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10895;ROYAL;27-04-2018 16:42;
0000008056;TRI AZIT 500 MG TAB (MEDIFARMA);TAB;;02;0360;0037;29664;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10894;MMELGAR;23-05-2020 11:11;
0000008057;LINCOPLUS 600 MG;AMP;;02;0360;0108;29665;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;39178;ROYAL;27-04-2018 16:42;
0000008058;TOBRAXONA X  5 ML;FCO;;02;0224;0008;29666;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10792;ROYAL;27-04-2018 16:42;
0000008059;CARDIOTON R;TAB;;02;0026;0001;;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;49630;OROJAS;09-04-2021 08:33;
0000008060;CLARIMED 500 MG;TAB;;02;0360;0071;29668;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40853;ROYAL;27-04-2018 16:42;
0000008061;CLINDESS 100  MG OVU.;OVL;;02;0360;0073;29669;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;2750;MYANTAS;31-01-2019 09:25;
0000008062;AKAMOXX SOL OFT;FCO;;02;0360;0001;29672;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;29217;ROYAL;27-04-2018 16:42;
0000008063;MEDIBIOT FORTE;TAB;;02;0360;0142;29673;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;44143;ROYAL;27-04-2018 16:42;
0000008064;IDELLE OVULOS;OVL;;02;0430;0003;29674;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42352;ROYAL;27-04-2018 16:42;
0000008065;CUROSURF 80 MG/1 ML x 3ML;AMP;;02;0251;0002;29738;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;40765;EMORALES;20-12-2023 13:29;
0000008066;OSTAPINT 500;UND;;02;0155;0002;29759;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;41678;ROYAL;27-04-2018 16:42;
0000008067;SOMAZINA 1G;TAB;;02;0002;0001;29768;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10156;ROYAL;27-04-2018 16:42;
0000008068;ILTUX 40 MG;TAB;;02;0068;0050;29770;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;42500;ROYAL;27-04-2018 16:42;
0000008069;ACI-BASIC SUSP. x 150 ML;FCO;;02;0021;0009;29771;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;20057;MYANTAS;31-08-2018 09:15;
0000008070;CLINDESS DUO OV;OVL;;02;0371;0002;29772;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;21247;ROYAL;27-04-2018 16:42;
0000008071;SULBACTAM+AMPI.375;TAB;;02;0360;0031;29773;MEDICAMENTOS;;LOCAL;;Activo;20111001;91111101;;;10381;ROYAL;27-04-2018 16:42;
